,source,timestamp,date_str,summary
132,Finnhub,1785157200.0,2026-07-27 13:00:00 UTC,"Rigetti will deliver a 9-qubit Novera™ quantum computing system to the new Pittsburgh Supercomputing Center testbed, which is being funded by a $5 million National Science Foundation grant. This builds on Rigetti’s existing strategic collaboration with HPE to commercialize quantum-enabled high-performance computing systems. BERKELEY, Calif., July 27, 2026 (GLOBE NEWSWIRE) -- Rigetti Computing, Inc. (Nasdaq: RGTI) (“Rigetti” or the “Company”), a pioneer in full-stack quantum-classical computing,"
133,Finnhub,1785156780.0,2026-07-27 12:53:00 UTC,"Micron, SanDisk, NVIDIA and Hewlett Packard Enterprise pair strong AI infrastructure growth with below-sector valuations."
134,Finnhub,1785154241.0,2026-07-27 12:10:41 UTC,Rigetti (RGTI) stock jumps on a new HPE quantum partnership and sector momentum. Read the technical analysis and price forecasts.
135,Finnhub,1785150466.0,2026-07-27 11:07:46 UTC,"Nvidia assembled nearly 40 tech and cybersecurity giants for a new open-source AI defense coalition, but Meta was not among the listed founding members."
136,Finnhub,1785148309.0,2026-07-27 10:31:49 UTC,"SMCI stock may be mispriced: backlog inflated, margins temporary, heavy dilution, customer concentration and governance risks."
137,Finnhub,1785147112.0,2026-07-27 10:11:52 UTC,"Hewlett Packard Enterprise will release its third-quarter earnings soon, and analysts anticipate a triple-digit bottom-line growth."
138,Finnhub,1785142945.0,2026-07-27 09:02:25 UTC,"The PSC-based testbed, which is being funded by a $5 million National Science Foundation (&#34;NSF&#34;) grant, will feature a supercomputer powered by a 9-qubit Novera™ quantum computing system integrated with a"
139,Finnhub,1785053700.0,2026-07-26 08:15:00 UTC,The series targets generating 12â15% annualized income through disciplined selling of PUT and BUY-WRITE CALL options on large-cap stocks. Check out the strategy here.
140,Finnhub,1784914173.0,2026-07-24 17:29:33 UTC,"Elliott Management's latest 13F filing exposes five positions spanning gold streamers to AI infrastructure, but not all of them still make sense to buy. One has already tripled expectations while another has aged past the thesis entirely."
141,Finnhub,1784905080.0,2026-07-24 14:58:00 UTC,Rising oil prices and market jitters put dividend growth in focus as stocks like GormanRupp stand out for resilient payouts.
142,Finnhub,1784896500.0,2026-07-24 12:35:00 UTC,"As the US market prepares to open on Friday, let's get an early glimpse into the pre-market session and identify the S&P500 stocks leading the pack in terms of gains and losses."
143,Finnhub,1784894430.0,2026-07-24 12:00:30 UTC,"Hewlett Packard Enterprise (HPE) scores high on growth momentum, technical strength, and setup ratings, aligning fundamentals with a potential breakout entry point near $47.92."
144,Finnhub,1784893500.0,2026-07-24 11:45:00 UTC,"HOUSTON, July 24, 2026--HPE (NYSE: HPE) today announced the appointment of David Goulden to its Board of Directors, effective today. Goulden joins the Board’s Finance & Investment Committee and HR & Compensation Committee."
145,Finnhub,1784876491.0,2026-07-24 07:01:31 UTC,Citigroup  analyst Asiya Merchant   maintains Hewlett Packard (NYSE:HPE) with a Buy and raises the price target from $70 to $74.
146,Finnhub,1784851720.0,2026-07-24 00:08:40 UTC,"You might think a stock jumps on its own news, but Wednesday's surge was a lesson in how the AI hardware frenzy is lifting all boats."
147,Finnhub,1784834183.0,2026-07-23 19:16:23 UTC,"The networking giant is standing out in a weak market, but what it really offers your portfolio is a powerful, and volatile, dose of something new."
148,Finnhub,1784818500.0,2026-07-23 14:55:00 UTC,PENG's ClusterWareAI is driving software and services growth as customers expand AI deployments across its full-stack platform.
149,Finnhub,1784817060.0,2026-07-23 14:31:00 UTC,"Hewlett Packard Enterprise's diversified AI, networking and private cloud strategy makes it a better choice than Super Micro Computer at present."
150,Finnhub,1784754556.0,2026-07-22 21:09:16 UTC,"Dell Technologies (DELL) is back in focus after its stock moved sharply alongside Super Micro Computer and Hewlett Packard Enterprise, as traders treated the AI server peers as a single trade tied to sector wide demand. See our latest analysis for Dell Technologies. Dell Technologies has seen sharp swings around AI server headlines, with a 1 day share price return of 5.83% but a 7 day share price return that fell 11.67%. This comes alongside a much stronger 90 day share price return of 88.28%..."
151,Finnhub,1784753916.0,2026-07-22 20:58:36 UTC,"Today, July 22, 2026, the AI server maker posted a preliminary update showing gross margins well above forecast and more than $60 billion in new orders."
152,Finnhub,1784751140.0,2026-07-22 20:12:20 UTC,You just saw a memory stock act like it killed the memory cycle. Here's how it used the AI frenzy to try.
153,Finnhub,1784751103.0,2026-07-22 20:11:43 UTC,"MSA Safety (NYSE:MSA) has elected Octavio Marquez to its Board of Directors. Marquez brings leadership experience from Diebold Nixdorf, Dell EMC, Hewlett Packard Enterprise, IBM, and NCR. The appointment introduces additional banking and technology sector expertise to the company’s board. MSA Safety, trading at $169.99, has seen the stock decline 2.4% over the past year, while showing a 5.0% return over three years and 11.2% over five years. For investors tracking longer term governance and..."
154,Finnhub,1784748377.0,2026-07-22 19:26:17 UTC,"The company spent months detailing a multi-billion-dollar backlog of AI demand, but the real tell was how complacent the market had become just before the stock doubled."
155,Finnhub,1784740980.0,2026-07-22 17:23:00 UTC,"While recent pullbacks in AI stocks have concerned investors, the underlying fundamentals of the AI revolution tell a vastly different narrative."
156,Finnhub,1784740771.0,2026-07-22 17:19:31 UTC,Infleqtion received three Department of Energy research projects and led gains among the companies tied to the initiative.
157,Finnhub,1784739060.0,2026-07-22 16:51:00 UTC,Super Micro’s preliminary financial results provided Wall Street with even more confidence that there will continue to be incredibly strong demand for AI powered servers.
158,Finnhub,1784738101.0,2026-07-22 16:35:01 UTC,Curious about the top performers within the S&P500 index in the middle of the day on Wednesday? Dive into the list of today's session's top gainers and losers for a comprehensive overview.
159,Finnhub,1784735860.0,2026-07-22 15:57:40 UTC,"Super Micro Computer just dropped a preliminary earnings update that sent its stock surging more than 20%, and the numbers behind that move suggest something fundamental may have shifted in the company's business model."
160,Finnhub,1784734620.0,2026-07-22 15:37:00 UTC,"FEATURE  Stocks were muted Wednesday as investors await key earnings from Tesla Alphabet and International Business Machines after the closing bell.  Super Micro Computer Inc. was the top performer, jumping 24% after the AI server maker doubled its previous guidance for gross margins for the fiscal fourth quarter."
161,Finnhub,1784731740.0,2026-07-22 14:49:00 UTC,"Super Micro Computer lifts Q4 gross margin guidance to 15-17% after topping $60B in new orders, with record backlog highlighting strong AI server demand."
162,Finnhub,1784728800.0,2026-07-22 14:00:00 UTC,"WASHINGTON, July 22, 2026--HPE (NYSE: HPE) today announced it has been selected to participate in multiple key research and development (R&D) projects in the first phase of the U.S. Department of Energy’s Genesis Mission. The awarded projects focus on advancing AI innovation and scientific discovery across AI model application, performance optimization, networking, cybersecurity, and water availability."
163,Finnhub,1784727120.0,2026-07-22 13:32:00 UTC,"Super Micro Computer surged on preliminary fiscal Q4 results, a good sign for AI demand. Dell and Hewlett Packard Enterprise also rose."
164,Finnhub,1784726400.0,2026-07-22 13:20:00 UTC,"NTAP expands its AI infrastructure portfolio with DataPelago, bringing GPU-accelerated processing to storage and aiming to boost enterprise AI efficiency."
165,Finnhub,1784726383.0,2026-07-22 13:19:43 UTC,"Super Micro Computer just posted preliminary numbers that sent margin bears scrambling for cover, and the ripple is already moving through the AI server sector in ways that could reset expectations across the board."
166,Finnhub,1784725271.0,2026-07-22 13:01:11 UTC,"If you hold Arista Networks (ANET) stock, you've been rewarded for betting on the AI boom. The shares have climbed 51% over the past year and trade near their 52-week high, a testament to the company's central role in building the networks that power artificial intelligence. But with a price-to-sales multiple of 21.9 sitting at a 10-year peak, the stock is priced for near-flawless execution. That's precisely why it's worth focusing on what could go wrong. The biggest risks for Arista aren't hypo"
167,Finnhub,1784716707.0,2026-07-22 10:38:27 UTC,"The S&P 500 (^GSPC) is often seen as a benchmark for strong businesses, but that doesn’t mean every stock is worth owning. Some companies face significant challenges, whether it’s stagnating growth, heavy debt, or disruptive new competitors."
168,Finnhub,1784715960.0,2026-07-22 10:26:00 UTC,AI stocks struggle as investors lock in some profit following a furious rebound the previous session.
169,Finnhub,1784715954.0,2026-07-22 10:25:54 UTC,
170,Finnhub,1784714534.0,2026-07-22 10:02:14 UTC,HPE (NYSE:HPE) today announced it has been selected to participate in multiple key research and development (R&amp;D) projects in the first phase of the U.S. Department of Energy’s Genesis Mission. The awarded projects
171,Finnhub,1784705718.0,2026-07-22 07:35:18 UTC,These are the stocks posting the largest moves premarket.
172,Finnhub,1784700235.0,2026-07-22 06:03:55 UTC,Hewlett Packard (HPE) stock jumps over 3% premarket on surging AI server demand following SMCI earnings. Read the full market update.
173,Finnhub,1784698080.0,2026-07-22 05:28:00 UTC,"StarHub has been named APAC Service Provider of the Year 2026 by Hewlett Packard Enterprise (HPE), recognising its success in helping enterprises modernise critical infrastructure, and deliver secure, resilient and AI-ready digital transformation."
174,Finnhub,1784682748.0,2026-07-22 01:12:28 UTC,"You could be forgiven for glancing at Cisco (CSCO)’s financials in early 2025 and promptly falling asleep. As of its fiscal third-quarter report for FY 2025 (July fiscal ending), trailing-twelve-month revenue had grown 0.5%. It was a picture of a mature tech titan, not a rocket ship."
175,Finnhub,1784682247.0,2026-07-22 01:04:07 UTC,"Before the memory chip maker surged over three thousand percent, its financials painted a picture of a business that was messy, unprofitable, and completely misunderstood."
176,Finnhub,1784678127.0,2026-07-21 23:55:27 UTC,"Super Micro raised its fourth-quarter gross margin expectations to 15%-17%, significantly above its previous guidance of 8.2%-8.4%."
177,Finnhub,1784675649.0,2026-07-21 23:14:09 UTC,"Hewlett Packard Enterprise (HPE) stock is in focus after GTT Communications expanded its global partnership with HPE to offer managed SASE and LAN/WLAN services using HPE Aruba Central. See our latest analysis for Hewlett Packard Enterprise. Against this backdrop, Hewlett Packard Enterprise’s 1 day share price return of 4.85% stands out. This is despite the 7 day share price return declining 5.73% and the 30 day share price return being slightly negative, while the 90 day share price return..."
178,Finnhub,1784673698.0,2026-07-21 22:41:38 UTC,"Super Micro Computer surged late on preliminary fiscal Q4 results, a good sign for AI demand. Dell and Hewlett Packard Enterprise also rose."
179,Finnhub,1784664536.0,2026-07-21 20:08:56 UTC,GTT Communications and Hewlett Packard Enterprise (NYSE:HPE) expanded their global partnership to launch new managed secure networking services. The collaboration focuses on delivering secure access service edge (SASE) and managed LAN/WLAN offerings for enterprise customers. The new services combine GTT’s Envision platform with HPE Aruba Central to support simplified network operations and end to end security. Hewlett Packard Enterprise is deepening its role in cloud and enterprise...
180,Finnhub,1784652912.0,2026-07-21 16:55:12 UTC,"Shares of Super Micro Computer (NASDAQ:SMCI), Dell Technologies (NYSE:DELL), and Hewlett Packard Enterprise (NYSE:HPE) are all rallying Tuesday midday as AI hardware names ride a broad market rebound. Super Micro Computer stock is up 6% to $25.23, Dell stock is up 7% to $406.60, and HPE stock is up 5% to $46.76. The move comes ... Super Micro Jumps 6%, Dell Climbs 7%, HPE Rises 5% as AI Hardware Rebounds With the NASDAQ"
181,Finnhub,1784636586.0,2026-07-21 12:23:06 UTC,"Hewlett Packard Enterprise is shifting to higher-margin networking, reducing risk via H3C divestiture and trading at a discount. See why HPE stock is a Buy."
182,Finnhub,1784635200.0,2026-07-21 12:00:00 UTC,"ARLINGTON, Va., July 21, 2026--GTT and HPE deliver new managed services spanning SASE and managed LAN/WLAN to help enterprises simplify operations and strengthen security."
183,Finnhub,1784590620.0,2026-07-20 23:37:00 UTC,"Instead of returning cash to shareholders, Arista has halted stock buybacks. The company is making a massive bet on future growth, amassing inventory obligations at an unprecedented rate. Purchase commitments have swelled to $8.9 billion, a clear signal that management is preparing for a demand wave."
184,Finnhub,1784578200.0,2026-07-20 20:10:00 UTC,Deep Sail Capital highlights Celestica's transformation from a contract manufacturer into a specialized AI design leader. Read the full analysis for more details.
185,Finnhub,1784561083.0,2026-07-20 15:24:43 UTC,"IBM just suffered its worst single-week collapse since 1968, yet one prominent analyst refuses to budge from a price target that implies more than 60% upside. What he sees in the wreckage that the sellers are missing could reshape the entire enterprise AI trade."
186,Finnhub,1784555220.0,2026-07-20 13:47:00 UTC,Hewlett Packard Enterprise's Private Cloud AI orders and record AI Systems backlog highlight rising enterprise demand for secure on-premises AI deployments.
187,Finnhub,1784550600.0,2026-07-20 12:30:00 UTC,"Marc Chaikin of Chaikin Analytics breaks down bank earnings, mega-cap tech divergence, oversold chip stocks, SpaceX's post-IPO slide and mid-cap names like Avnet this earnings season."
188,Finnhub,1784521589.0,2026-07-20 04:26:29 UTC,"Hewlett Packard is transforming into a leading AI infrastructure company, poised to benefit from surging enterprise AI demand and potential stock re-rating. Learn more about HPE stock here."
189,Finnhub,1784438744.0,2026-07-19 05:25:44 UTC,"Hewlett Packard Enterprise analysis: AI high-performance computing drove 217% return, but valuation is now fully priced. Click for more on HPE stock."
190,Finnhub,1784383757.0,2026-07-18 14:09:17 UTC,"The networking giant is on a tear, powered by a genuine business surge, but for investors arriving now, the critical question is what the ticket costs."
191,Finnhub,1784293799.0,2026-07-17 13:09:59 UTC,"Management is promising structural growth without shipping more drives, and the market is buying it. But the real test of that high-tech promise is around the corner."
192,Finnhub,1784282986.0,2026-07-17 10:09:46 UTC,"Large-cap stocks have the power to shape entire industries thanks to their size and widespread influence. With such vast footprints, however, finding new areas for growth is much harder than for smaller, more agile players."
193,Finnhub,1784226481.0,2026-07-16 18:28:01 UTC,"Hewlett Packard Enterprise Company (NYSE:HPE) is one of the best low priced technology stocks to invest in. On June 30, ScanSource, a technology distributor and channel services provider, announced an expanded partnership with Hewlett Packard Enterprise Company (NYSE:HPE) that now includes HPE Juniper Networking. The expansion broadens the distributor’s networking, cybersecurity, and AI-native enterprise solutions […]"
194,Finnhub,1784209080.0,2026-07-16 13:38:00 UTC,"Super Micro Computer expands its liquid cooling lineup with 10 new RDHx models, aiming to help AI data centers manage rising heat while simplifying deployment."
195,Finnhub,1784163262.0,2026-07-16 00:54:22 UTC,"The stock's price tag looks steep today, but the real question is what you are paying for the earnings expected two years from now."
196,Finnhub,1784162455.0,2026-07-16 00:40:55 UTC,"The networking giant is selling AI gear faster than it can build it. That's what drove the stock up, and it's the biggest risk you're taking now."
197,Finnhub,1784159777.0,2026-07-15 23:56:17 UTC,"The stock's recent pop is grabbing attention, but its real value lies in how it moves differently from the market you already own."
198,Finnhub,1784136819.0,2026-07-15 17:33:39 UTC,"The selloff extends well beyond Dell. Hewlett Packard Enterprise is sliding roughly 8% and Super Micro Computer is off around 5%, confirming the move is concentrated in high-beta AI hardware names rather than broad technology. The Nasdaq-100 ETF (QQQ) is down about 1% on the session."
199,Finnhub,1784136797.0,2026-07-15 17:33:17 UTC,Let’s dig into the relative performance of Hewlett Packard Enterprise (NYSE:HPE) and its peers as we unravel the now-completed Q1 hardware & infrastructure earnings season.
200,Finnhub,1784133771.0,2026-07-15 16:42:51 UTC,"AI hardware stocks are getting hit hard today, but the selloff may say more about crowded positioning than any crack in the underlying trade. Here is what is driving the moves in Dell, HPE, and Super Micro Computer and what investors should watch into the close."
201,Finnhub,1784130002.0,2026-07-15 15:40:02 UTC,HPE vs. AMD: Which Stock Is the Better Value Option?
202,Finnhub,1784129700.0,2026-07-15 15:35:00 UTC,"CSCO's 52% YTD surge is backed by rising AI orders, networking growth, security momentum and stronger earnings visibility."
203,Finnhub,1784126792.0,2026-07-15 14:46:32 UTC,Quant ratings reveal relative strength across major competitors
204,Finnhub,1784124360.0,2026-07-15 14:06:00 UTC,"Hewlett Packard Enterprise is capitalizing on AI infrastructure demand, strong server upgrades and networking momentum as expanding enterprise adoption fuels growth."
205,Finnhub,1784121768.0,2026-07-15 13:22:48 UTC,DELL shares slide 13% to $397. Is the long-term uptrend still intact? Key support and resistance levels to watch right now.
206,Finnhub,1784120624.0,2026-07-15 13:03:44 UTC,"The networking specialist looks expensive at a glance, but a patient investor is buying into future growth at a significant discount."
207,Finnhub,1784119913.0,2026-07-15 12:51:53 UTC,"Management jacked up its forecast in a way that's impossible to ignore, and while the stock has already ripped higher, the real debate is whether this is a new reality or a temporary sugar high."
208,Finnhub,1784117160.0,2026-07-15 12:06:00 UTC,"IBM warns AI infrastructure spending is reshaping enterprise tech budgets, triggering a historic stock selloff and raising questions about software demand."
209,Finnhub,1784105421.0,2026-07-15 08:50:21 UTC,"Mad Money: Jim Cramer disappointed in EquipmentShare, bullish on Kratos, Cheniere Energy and Pool Corp. Super Micro Computer receives a neutral rating."
210,Finnhub,1784102580.0,2026-07-15 08:03:00 UTC,"Harmony, StoneCo, General Motors, Hewlett and Nexa have been highlighted in this Screen of The Week article."
211,Finnhub,1784078097.0,2026-07-15 01:14:57 UTC,"The networking giant is showing independent strength, but understanding how it swings with the market is the key to owning it."
212,Finnhub,1784077486.0,2026-07-15 01:04:46 UTC,"Stripe and Advent International have made a joint offer to acquire PayPal for $60.50 per share, in a deal that would valued at more than $53 billion."
213,Finnhub,1784058191.0,2026-07-14 19:43:11 UTC,A number of stocks jumped in the morning session after IBM issued a revenue warning that suggested enterprise IT budgets are aggressively shifting toward server and memory purchases.
214,Finnhub,1784057711.0,2026-07-14 19:35:11 UTC,A number of stocks jumped in the morning session after IBM issued a revenue warning that suggested enterprise IT budgets are aggressively shifting toward server and memory purchases.
215,Finnhub,1784057260.0,2026-07-14 19:27:40 UTC,"Hewlett Packard Enterprise Company (NYSE:HPE) is one of the 10 Best Low-Priced AI Stocks to Buy Right Now. Hewlett Packard Enterprise Company (NYSE:HPE), featuring significant analyst and hedge fund interest, is one of the best low-priced AI stocks to buy right now. Wall Street continues to point to the Juniper Networks integration as a key […]"
216,Finnhub,1784055361.0,2026-07-14 18:56:01 UTC,"""Mad Money"" host Jim Cramer rings the lightning round bell, which means he's giving his answers to callers' stock questions at rapid speed."
217,Finnhub,1784055322.0,2026-07-14 18:55:22 UTC,"Hewlett Packard Enterprise Company (NYSE:HPE) is one of the 15 Best AI Stocks to Buy and Hold for the Next 5 Years. On June 17, Hewlett Packard Enterprise Company (NYSE:HPE) CEO Antonio Neri told CNBC that quantum computing has “tremendous potential.” He announced a Quantum Scaling Alliance with six quantum technology companies to speed up […]"
218,Finnhub,1784048316.0,2026-07-14 16:58:36 UTC,"IBM's warning pointed to stronger demand for servers, storage and cybersecurity."
219,Finnhub,1784039220.0,2026-07-14 14:27:00 UTC,"Five low price-to-book stocks pass our value screens with low P/B, P/S and PEG metrics, highlighting their earnings growth potential."
220,Finnhub,1784035920.0,2026-07-14 13:32:00 UTC,"Super Micro Computer plunges 56% from its 52-week high, but rising inventory, cash flow strain and tougher AI competition raise fresh questions for investors."
221,Finnhub,1784033562.0,2026-07-14 12:52:42 UTC,"This is a supply-constrained hyper-growth year for Arista Networks (ANET). The company provides high-speed data center switching, with cloud titans Microsoft and Meta as its long-standing anchor customers."
222,Finnhub,1784030400.0,2026-07-14 12:00:00 UTC,"These leveraged ETFs posted outsized gains last week as Alibaba, HPE and AI stocks rallied, while Rocket Lab's slump boosted an inverse leveraged ETF."
223,Finnhub,1784024198.0,2026-07-14 10:16:38 UTC,"Hewlett Packard Enterprise (NYSE:HPE) has released its 11th annual Living Progress Report, highlighting progress in sustainability and energy efficiency. The report focuses on how HPE is addressing energy use and emissions from compute intensive workloads such as AI and data center operations. HPE outlines the role of next generation servers and expanded liquid cooling solutions in reducing data center footprints and environmental impact. Hewlett Packard Enterprise enters this update with..."
224,Finnhub,1784021543.0,2026-07-14 09:32:23 UTC,"Super Micro's recent equity raise is highly dilutive, with a mandatory convertible preferred structure and covenants. Read why SMCI stock is a buy."
225,Finnhub,1784012940.0,2026-07-14 07:09:00 UTC,"LUXEMBOURG, July 14, 2026--Samsung Electronics has signed up as a licensee of the Sisvel Wi-Fi Multimode pool and has also become a licensor under the programme."
226,Finnhub,1784002822.0,2026-07-14 04:20:22 UTC,"Cisco Systems' slower growth and market share erosion to ANET, HPE, and white box competitors heighten downside risk. Learn why CSCO stock is a sell."
227,Finnhub,1783982828.0,2026-07-13 22:47:08 UTC,"Management is signaling its strongest demand ever, yet the stock's reaction suggests investors are waiting for the other shoe to drop."
228,Finnhub,1783980960.0,2026-07-13 22:16:00 UTC,"The memory chip maker is one of the market's hottest names, but its true value lies in how it moves on its own terms."
229,Finnhub,1783980284.0,2026-07-13 22:04:44 UTC,"You might think you know this networking giant, but a new business in AI infrastructure is quietly forging its next era of growth."
230,Finnhub,1783953720.0,2026-07-13 14:42:00 UTC,ANET's AI networking portfolio and rising cloud demand fueled 35% revenue growth as new Etherlink platforms position the company for further expansion.
231,Finnhub,1783951200.0,2026-07-13 14:00:00 UTC,"HOUSTON, July 13, 2026--HPE (NYSE: HPE) today announced the publication of its 11th annual Living Progress Report, detailing the company’s Fiscal Year 2025 (FY25) progress against its Living Progress strategy. The report highlights how HPE enables customers to operate effectively as rising demand for compute-intensive workloads like AI place greater pressure on energy, resources, regulation, and trust."
232,Finnhub,1783947300.0,2026-07-13 12:55:00 UTC,"SanDisk, Micron, Digital Turbine and HPE surge more than 100% YTD but still trade below the tech sector's forward P/E average."
233,Finnhub,1783770900.0,2026-07-11 11:55:00 UTC,"Super Micro Computer launched a Kubernetes edge AI appliance with Red Hat and Portworx targeting sovereign AI demand, even as shares fell 30% and short interest rose to about 19% of its float."
234,Finnhub,1783719858.0,2026-07-10 21:44:18 UTC,"Management went beyond raising the bar, claiming to have rebuilt the entire business model."
235,Finnhub,1783719320.0,2026-07-10 21:35:20 UTC,"Beneath its strong run, the options market is pricing a year of extreme outcomes for Arista Networks, a two-sided risk you already carry in your portfolio."
236,Finnhub,1783717947.0,2026-07-10 21:12:27 UTC,The company's stock climbed less on the sales it made and more on the mountain of orders it couldn't yet fill.
237,Finnhub,1783716935.0,2026-07-10 20:55:35 UTC,"The Standard & Poor's 500 index rose 1.2% this week, lifted by a fresh burst of AI enthusiasm amid g"
238,Finnhub,1783697912.0,2026-07-10 15:38:32 UTC,"Stock Market Today: The Dow Jones index rose Friday, while the Nasdaq edged higher ahead of the debut of SK Hynix stock."
239,Finnhub,1783692360.0,2026-07-10 14:06:00 UTC,"Super Micro Computer is chasing explosive AI growth, but surging working capital and uncertain margins put cash conversion and DCBBS in focus."
240,Finnhub,1783689186.0,2026-07-10 13:13:06 UTC,"In recent months, Hewlett Packard Enterprise completed its acquisition of Juniper Networks and reported a record-breaking second quarter, with networking revenue growing much faster than the rest of the business and management highlighting higher-than-expected profitability and stronger free cash flow. This combination is reshaping HPE into an AI-focused infrastructure provider, as the Juniper deal broadens its integrated compute, networking, and storage offerings while supporting..."
241,Finnhub,1783671289.0,2026-07-10 08:14:49 UTC,"The Morning Bull - US Market Morning Update Friday, Jul, 10 2026 US stock futures are pointing slightly higher this morning, with S&P 500 contracts up about 0.2%, as investors weigh stubbornly high bond yields and softer signs from consumer borrowing. The US 10 year Treasury yield is holding near 4.6%, which keeps the cost of mortgages, car loans, and business borrowing elevated and keeps talk of at least one more Federal Reserve rate hike alive. At the same time, US consumer credit in May..."
242,Finnhub,1783670760.0,2026-07-10 08:06:00 UTC,"The DCIM software market is poised for growth driven by booming data center expansion, cloud computing, AI adoption, and the need for real-time infrastructure management. Key opportunities include AI-enhanced optimization for energy efficiency, supporting scalable, hybrid IT architectures, and addressing sustainability mandates despite integration challenges and deployment costs. Data Center Infrastructure Management (DCIM) Software Market Data Center Infrastructure Management (DCIM) Software Ma"
243,Finnhub,1783664063.0,2026-07-10 06:14:23 UTC,"Hewlett Packard Enterprise stock has surged over the past few years, yet the current checks show a more measured picture, with the Discounted Cash Flow (DCF) intrinsic value estimate pointing to a sizeable discount to the market price while the broader valuation score is only mixed. Hewlett Packard Enterprise has returned 302.0% over the past 5 years, which puts extra focus on whether the current share price still lines up with underlying value. Recent AI focused partnerships and data center..."
244,Finnhub,1783623901.0,2026-07-09 19:05:01 UTC,Wondering what's happening in today's session for the S&P500 index? Stay informed with the top movers within the S&P500 index on Thursday.
245,Finnhub,1783622219.0,2026-07-09 18:36:59 UTC,"Cadence Design Systems Inc. (NASDAQ:CDNS) is one of the best QQQ Stocks to invest in. On June 16, Cadence announced an expanded collaboration with Hewlett Packard Enterprise/HPE to accelerate data center modernization through digital twin technology. By integrating the Cadence Reality Digital Twin Platform into HPE’s AI-focused modular data centers, the partnership aims to help […]"
246,Finnhub,1783621212.0,2026-07-09 18:20:12 UTC,"Super Micro Computer (NASDAQ:SMCI) shares are trading at $28.82 in Thursday’s midday session, extending a brutal stretch that has wiped out roughly a third of the stock’s value in four weeks. Super Micro Computer stock is down 29% over the past month, making it the clear laggard in the AI server hardware group. Dell Technologies ... Super Micro Stock Just Collapsed 29% in a Month: Is It Time to Switch to Dell or Hewlett Packard Enterprise?"
247,Finnhub,1783609200.0,2026-07-09 15:00:00 UTC,"AI Infra Summit, the world's only full-stack AI Infrastructure conference, has expanded its roster of speakers to over 400. The conference will feature senior speakers from world-leading AI pioneers, as they set out their AI Roadmaps for 2027 and beyond. These now include Google, Meta, Amazon, Intel, NVIDIA, US Bank, Oracle, HPE, Liquid AI, Digital Realty, Agility Robotics and Philips."
248,Finnhub,1783604421.0,2026-07-09 13:40:21 UTC,"The server maker is at the heart of the AI buildout and pivoting to more profitable solutions, but a legal cloud and large cash consumption create a sharp trade-off for investors."
249,Finnhub,1783603500.0,2026-07-09 13:25:00 UTC,"AI valuation worries are shifting focus to dividend growth. DELL joins four stocks highlighted for earnings growth, rising sales and steady payouts."
250,Finnhub,1783582380.0,2026-07-09 07:33:00 UTC,"The AI infrastructure build-out has entered a new phase, as more companies seek control over their own systems."
251,Finnhub,1783529100.0,2026-07-08 16:45:00 UTC,"Royal Bank of Canada (TSX: RY) (NYSE: RY) today announced that Tarek A. Robbiati will be appointed to its Board of Directors, effective September 1, 2026."
252,Finnhub,1783524737.0,2026-07-08 15:32:17 UTC,"Hewlett Packard Enterprise Co (NYSE:HPE) is one of the best stocks to buy according to David Greenspan’s Slate Path Capital. HPE stock has gained more than 80% year-to-date and more than doubled over the past year. Analysts see more upside potential in the stock, projecting a 50% rise from the current level. Some 58 hedge […]"
253,Finnhub,1783522500.0,2026-07-08 14:55:00 UTC,"Amazon, Alphabet, and Hewlett-Packard Enterprise benefit from the AI infrastructure spending boom as demand for data centers, cloud expansion, and AI hardware continues to accelerate."
254,Finnhub,1783460097.0,2026-07-07 21:34:57 UTC,"The company is telling a powerful story about leaving its volatile past behind, but one figure reveals just how much of the business is still exposed to the old risks."
255,Finnhub,1783456054.0,2026-07-07 20:27:34 UTC,"While the market debates the company's growth prospects, its unusual cash flow mechanics are quietly compounding value for owners."
